
/src/client/js/ace/mode-fbp.js
   78:25  warning  Unsafe Regular Expression                         security/detect-unsafe-regex
  6:17138  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17149  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17161  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17177  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17221  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17229  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17243  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17267  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17283  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17296  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17319  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17521  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:17543  warning  Function Call Object Injection Sink                       security/detect-object-injection
  6:18803  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:19651  warning  Function Call Object Injection Sink                       security/detect-object-injection
  6:19716  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:19771  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:19777  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:19796  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:19824  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:19838  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:20298  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:20320  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:22032  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:22054  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:23009  warning  Function Call Object Injection Sink                       security/detect-object-injection
  6:24869  warning  Assignment in IfStatement. Is this accidental?            scanjs-rules/accidental_assignment
  6:25371  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:25467  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:25581  warning  Generic Object Injection Sink                             security/detect-object-injection
  6:25602  warning  Generic Object Injection Sink                             security/detect-object-injection

/src/server/configuration.js
  28:28  warning  Found fs.readFileSync with non literal argument at index 0  security/detect-non-literal-fs-filename
  30:28  warning  Found fs.readFileSync with non literal argument at index 0  security/detect-non-literal-fs-filename

/src/server/nodetypes/lib/filesystem.js
  22:21  warning  Found fs.readdirSync with non literal argument at index 0   security/detect-non-literal-fs-filename
  24:37  warning  Generic Object Injection Sink                               security/detect-object-injection
  25:17  warning  Found fs.statSync with non literal argument at index 0      security/detect-non-literal-fs-filename
  35:20  warning  Found fs.readFileSync with non literal argument at index 0  security/detect-non-literal-fs-filename

/src/server/nodetypes/lib/init.js
  20:17  warning  Found fs.lstatSync with non literal argument at index 0  security/detect-non-literal-fs-filename

/src/server/nodetypes/nodetypes.js
   66:40  warning  Function Call Object Injection Sink         security/detect-object-injection
   81:40  warning  Function Call Object Injection Sink         security/detect-object-injection
   97:40  warning  Function Call Object Injection Sink         security/detect-object-injection
   99:24  warning  Variable Assigned to Object Injection Sink  security/detect-object-injection
  114:40  warning  Function Call Object Injection Sink         security/detect-object-injection
  116:25  warning  Variable Assigned to Object Injection Sink  security/detect-object-injection
  118:36  warning  Generic Object Injection Sink               security/detect-object-injection

/src/server/routes.js
   32:9   warning  Found fs.mkdir with non literal argument at index 0         security/detect-non-literal-fs-filename
   57:18  warning  Found fs.readFileSync with non literal argument at index 0  security/detect-non-literal-fs-filename
   65:28  warning  Found require("child_process")                              security/detect-child-process
   95:21  warning  Found require("child_process")                              security/detect-child-process
  123:25  warning  Found require("child_process")                              security/detect-child-process
  200:24  warning  Found require("child_process")                              security/detect-child-process
  255:21  warning  Found require("child_process")                              security/detect-child-process
  474:24  warning  Found require("child_process")                              security/detect-child-process

/src/server/tools.js
   53:9   warning  Found fs.readdir with non literal argument at index 0        security/detect-non-literal-fs-filename
   56:25  warning  Generic Object Injection Sink                                security/detect-object-injection
   57:51  warning  Function Call Object Injection Sink                          security/detect-object-injection
   66:17  warning  Found fs.statSync with non literal argument at index 0       security/detect-non-literal-fs-filename
  103:19  warning  Found fs.writeFileSync with non literal argument at index 0  security/detect-non-literal-fs-filename
  153:21  warning  Found fs.lstatSync with non literal argument at index 0      security/detect-non-literal-fs-filename
  180:20  warning  Found require("child_process")                               security/detect-child-process

/src/server/views/index.html
  54:17  warning  The function hide can be unsafe  scanjs-rules/call_hide
  55:17  warning  The function hide can be unsafe  scanjs-rules/call_hide
  56:17  warning  The function hide can be unsafe  scanjs-rules/call_hide
  63:21  warning  The function hide can be unsafe  scanjs-rules/call_hide

✖ 480 problems (1 error, 479 warnings)

