
/src/grunt.js
   3:14  warning  Found require("child_process")                               security/detect-child-process
  8321:5   warning  Assignment to src can be unsafe                     scanjs-rules/assign_to_src
  8363:4   warning  Function Call Object Injection Sink                 security/detect-object-injection
  8423:7   warning  Found fs.open with non literal argument at index 0  security/detect-non-literal-fs-filename
  8425:7   warning  Found fs.open with non literal argument at index 0  security/detect-non-literal-fs-filename
  8431:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  8431:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  8452:33  warning  Function Call Object Injection Sink                 security/detect-object-injection
  8485:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  8553:7   warning  The function setTimeout can be unsafe               scanjs-rules/call_setTimeout
  8564:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  8581:11  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  8596:26  warning  Generic Object Injection Sink                       security/detect-object-injection
  8630:2   warning  The function setTimeout can be unsafe               scanjs-rules/call_setTimeout
  8638:22  warning  Generic Object Injection Sink                       security/detect-object-injection
  8642:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  8670:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  8693:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  8704:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  8722:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  8755:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  8756:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8759:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  8763:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8764:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8767:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8770:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8776:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  8776:23  warning  Generic Object Injection Sink                       security/detect-object-injection
  8777:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  8781:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8801:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8802:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8802:23  warning  Generic Object Injection Sink                       security/detect-object-injection
  8803:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8888:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8890:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8914:5   warning  The function hide can be unsafe                     scanjs-rules/call_hide
  8921:31  warning  Function Call Object Injection Sink                 security/detect-object-injection
  8925:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  8926:45  warning  Generic Object Injection Sink                       security/detect-object-injection
  8927:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  8927:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  8930:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  8954:25  warning  Generic Object Injection Sink                       security/detect-object-injection
  9035:14  warning  Variable Assigned to Object Injection Sink          security/detect-object-injection
  9036:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  9094:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  9094:27  warning  Generic Object Injection Sink                       security/detect-object-injection
  9095:17  warning  Function Call Object Injection Sink                 security/detect-object-injection
  9099:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  9099:28  warning  Generic Object Injection Sink                       security/detect-object-injection
  9100:18  warning  Function Call Object Injection Sink                 security/detect-object-injection
  9106:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  9106:60  warning  Generic Object Injection Sink                       security/detect-object-injection
  9107:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  9133:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  9153:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  9209:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  9211:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  9224:13  warning  The function setInterval can be unsafe              scanjs-rules/call_setInterval
  9407:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  9412:34  warning  Generic Object Injection Sink                       security/detect-object-injection
  9413:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  9414:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  9424:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  9441:3   warning  Generic Object Injection Sink                       security/detect-object-injection

/src/src/wrapper.js
  13:7  warning  Assignment to location can be unsafe  scanjs-rules/assign_to_location

/src/test/core.js
  248:28  warning  The Function constructor can be unsafe  scanjs-rules/new_Function
  363:3   warning  Assignment to href can be unsafe        scanjs-rules/assign_to_href
  780:4   warning  Generic Object Injection Sink           security/detect-object-injection
  977:7   warning  Function Call Object Injection Sink     security/detect-object-injection
  981:7   warning  Function Call Object Injection Sink     security/detect-object-injection
  985:7   warning  Function Call Object Injection Sink     security/detect-object-injection
  989:7   warning  Function Call Object Injection Sink     security/detect-object-injection
  993:7   warning  Function Call Object Injection Sink     security/detect-object-injection
  997:7   warning  Function Call Object Injection Sink     security/detect-object-injection

/src/test/helpers/helper.js
  10:36  warning  Function Call Object Injection Sink    security/detect-object-injection
  19:9   warning  Found non-literal argument in require  security/detect-non-literal-require

/src/tmp/jquery.js
    66:17  warning  Unsafe Regular Expression                           security/detect-unsafe-regex
   212:44  warning  Generic Object Injection Sink                       security/detect-object-injection
   319:19  warning  Generic Object Injection Sink                       security/detect-object-injection
   322:11  warning  Generic Object Injection Sink                       security/detect-object-injection
   323:12  warning  Generic Object Injection Sink                       security/detect-object-injection
   341:6   warning  Generic Object Injection Sink                       security/detect-object-injection
   345:6   warning  Generic Object Injection Sink                       security/detect-object-injection
   394:11  warning  The function setTimeout can be unsafe               scanjs-rules/call_setTimeout
   495:3   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
   523:13  warning  The Function constructor can be unsafe              scanjs-rules/new_Function
   538:11  warning  The function parseFromString can be unsafe          scanjs-rules/call_parseFromString
   589:27  warning  Function Call Object Injection Sink                 security/detect-object-injection
   605:26  warning  Function Call Object Injection Sink                 security/detect-object-injection
   605:45  warning  Function Call Object Injection Sink                 security/detect-object-injection
   611:26  warning  Function Call Object Injection Sink                 security/detect-object-injection
   669:22  warning  Generic Object Injection Sink                       security/detect-object-injection
   685:20  warning  Generic Object Injection Sink                       security/detect-object-injection
   689:12  warning  Generic Object Injection Sink                       security/detect-object-injection
   709:25  warning  Function Call Object Injection Sink                 security/detect-object-injection
   711:15  warning  Function Call Object Injection Sink                 security/detect-object-injection
   730:23  warning  Function Call Object Injection Sink                 security/detect-object-injection
   740:23  warning  Function Call Object Injection Sink                 security/detect-object-injection
   761:10  warning  Generic Object Injection Sink                       security/detect-object-injection
   795:34  warning  Function Call Object Injection Sink                 security/detect-object-injection
   821:10  warning  Function Call Object Injection Sink                 security/detect-object-injection
   821:44  warning  Function Call Object Injection Sink                 security/detect-object-injection
   821:61  warning  Function Call Object Injection Sink                 security/detect-object-injection
   852:4   warning  The function setTimeout can be unsafe               scanjs-rules/call_setTimeout
   857:4   warning  The function addEventListener can be unsafe         scanjs-rules/call_addEventListener
   860:4   warning  The function addEventListener can be unsafe         scanjs-rules/call_addEventListener
   887:15  warning  The function setTimeout can be unsafe               scanjs-rules/call_setTimeout
   912:15  warning  Generic Object Injection Sink                       security/detect-object-injection
   914:3   warning  Generic Object Injection Sink                       security/detect-object-injection
   946:5   warning  Generic Object Injection Sink                       security/detect-object-injection
   974:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  1125:14  warning  Variable Assigned to Object Injection Sink          security/detect-object-injection
  1139:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  1206:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  1207:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  1224:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  1224:51  warning  Generic Object Injection Sink                       security/detect-object-injection
  1225:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  1408:28  warning  Generic Object Injection Sink                       security/detect-object-injection
  1557:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  1557:40  warning  Generic Object Injection Sink                       security/detect-object-injection
  1561:17  warning  Generic Object Injection Sink                       security/detect-object-injection
  1561:40  warning  Generic Object Injection Sink                       security/detect-object-injection
  1569:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  1575:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  1576:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  1581:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  1589:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  1589:34  warning  Function Call Object Injection Sink                 security/detect-object-injection
  1591:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  1591:39  warning  Generic Object Injection Sink                       security/detect-object-injection
  1595:15  warning  Generic Object Injection Sink                       security/detect-object-injection
  1617:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  1647:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  1653:22  warning  Generic Object Injection Sink                       security/detect-object-injection
  1653:36  warning  Generic Object Injection Sink                       security/detect-object-injection
  1676:24  warning  Generic Object Injection Sink                       security/detect-object-injection
  1689:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  1693:29  warning  Function Call Object Injection Sink                 security/detect-object-injection
  1704:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  1708:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  1741:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  1746:30  warning  Function Call Object Injection Sink                 security/detect-object-injection
  1838:49  warning  Function Call Object Injection Sink                 security/detect-object-injection
  1950:22  warning  Generic Object Injection Sink                       security/detect-object-injection
  1954:18  warning  The function setTimeout can be unsafe               scanjs-rules/call_setTimeout
  1984:24  warning  Function Call Object Injection Sink                 security/detect-object-injection
  2019:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  2023:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  2024:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  2043:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  2053:37  warning  Generic Object Injection Sink                       security/detect-object-injection
  2054:21  warning  Generic Object Injection Sink                       security/detect-object-injection
  2078:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  2086:39  warning  Generic Object Injection Sink                       security/detect-object-injection
  2087:45  warning  Generic Object Injection Sink                       security/detect-object-injection
  2117:5   warning  Assignment in WhileStatement. Is this accidental?   scanjs-rules/accidental_assignment
  2140:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  2140:42  warning  Generic Object Injection Sink                       security/detect-object-injection
  2233:15  warning  Generic Object Injection Sink                       security/detect-object-injection
  2284:35  warning  Function Call Object Injection Sink                 security/detect-object-injection
  2285:11  warning  Function Call Object Injection Sink                 security/detect-object-injection
  2299:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  2339:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  2342:17  warning  Generic Object Injection Sink                       security/detect-object-injection
  2354:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  2429:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  2430:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  2438:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  2446:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  2487:15  warning  Generic Object Injection Sink                       security/detect-object-injection
  2490:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  2514:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  2532:3   warning  Generic Object Injection Sink                       security/detect-object-injection
  2532:45  warning  Function Call Object Injection Sink                 security/detect-object-injection
  2559:3   warning  Generic Object Injection Sink                       security/detect-object-injection
  2559:45  warning  Function Call Object Injection Sink                 security/detect-object-injection
  2586:17  error    Must use destructuring elem assignment              react/destructuring-assignment
  2688:31  warning  Function Call Object Injection Sink                 security/detect-object-injection
  2693:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  2699:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  2714:15  warning  Generic Object Injection Sink                       security/detect-object-injection
  2716:16  warning  Generic Object Injection Sink                       security/detect-object-injection
  2723:7   warning  The function addEventListener can be unsafe         scanjs-rules/call_addEventListener
  2747:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  2770:31  warning  Function Call Object Injection Sink                 security/detect-object-injection
  2777:40  warning  Generic Object Injection Sink                       security/detect-object-injection
  2782:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  2784:16  warning  Generic Object Injection Sink                       security/detect-object-injection
  2786:30  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  2790:17  warning  Generic Object Injection Sink                       security/detect-object-injection
  2814:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  2865:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  2865:56  warning  Generic Object Injection Sink                       security/detect-object-injection
  2883:41  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  2892:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  2892:31  warning  Generic Object Injection Sink                       security/detect-object-injection
  2892:31  warning  Generic Object Injection Sink                       security/detect-object-injection
  2893:41  warning  Generic Object Injection Sink                       security/detect-object-injection
  2910:13  warning  Generic Object Injection Sink                       security/detect-object-injection
  2936:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  2937:17  warning  Generic Object Injection Sink                       security/detect-object-injection
  2944:23  warning  Generic Object Injection Sink                       security/detect-object-injection
  2961:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  2964:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  2967:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  2972:6   warning  Function Call Object Injection Sink                 security/detect-object-injection
  2976:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  3018:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  3021:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  3022:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  3026:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  3044:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  3048:17  warning  Generic Object Injection Sink                       security/detect-object-injection
  3145:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  3145:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  3233:16  warning  Generic Object Injection Sink                       security/detect-object-injection
  3234:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  3329:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  3468:3   warning  Generic Object Injection Sink                       security/detect-object-injection
  3471:6   warning  The function addEventListener can be unsafe         scanjs-rules/call_addEventListener
  3497:36  warning  Function Call Object Injection Sink                 security/detect-object-injection
  3556:31  warning  Function Call Object Injection Sink                 security/detect-object-injection
  3622:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  3644:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  3656:3   warning  Generic Object Injection Sink                       security/detect-object-injection
  3660:3   warning  Generic Object Injection Sink                       security/detect-object-injection
  3700:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  3709:3   warning  Generic Object Injection Sink                       security/detect-object-injection
  3761:10  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3763:11  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3764:17  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3765:12  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3780:9   warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3781:12  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3782:11  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3783:10  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3784:11  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3785:13  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3786:10  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3787:12  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3791:19  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  3849:3   error    Unsafe assignment to innerHTML                      no-unsanitized/property
  3873:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  3897:3   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  3899:4   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  3975:21  warning  Generic Object Injection Sink                       security/detect-object-injection
  3976:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  3976:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  3976:31  warning  Generic Object Injection Sink                       security/detect-object-injection
  4012:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  4039:3   warning  Assignment in WhileStatement. Is this accidental?   scanjs-rules/accidental_assignment
  4054:2   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  4054:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  4062:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  4063:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  4126:22  warning  Generic Object Injection Sink                       security/detect-object-injection
  4210:11  warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  4258:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  4261:16  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  4326:7   warning  Assignment in WhileStatement. Is this accidental?   scanjs-rules/accidental_assignment
  4340:7   warning  Assignment in WhileStatement. Is this accidental?   scanjs-rules/accidental_assignment
  4357:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  4363:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  4376:34  warning  Function Call Object Injection Sink                 security/detect-object-injection
  4377:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  4377:25  warning  Generic Object Injection Sink                       security/detect-object-injection
  4377:42  warning  Generic Object Injection Sink                       security/detect-object-injection
  4398:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  4406:7   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  4406:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  4407:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  4407:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  4639:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  4639:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  4640:26  warning  Function Call Object Injection Sink                 security/detect-object-injection
  4640:33  warning  Function Call Object Injection Sink                 security/detect-object-injection
  4646:21  warning  Function Call Object Injection Sink                 security/detect-object-injection
  4647:18  warning  Function Call Object Injection Sink                 security/detect-object-injection
  4666:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  4672:20  warning  Function Call Object Injection Sink                 security/detect-object-injection
  4686:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  4710:3   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  4720:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  4720:56  warning  Generic Object Injection Sink                       security/detect-object-injection
  4721:14  warning  Function Call Object Injection Sink                 security/detect-object-injection
  4754:4   warning  Assignment in WhileStatement. Is this accidental?   scanjs-rules/accidental_assignment
  4754:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  4768:5   warning  Assignment in WhileStatement. Is this accidental?   scanjs-rules/accidental_assignment
  4768:21  warning  Generic Object Injection Sink                       security/detect-object-injection
  4770:21  warning  Generic Object Injection Sink                       security/detect-object-injection
  4777:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  4787:5   warning  Assignment in WhileStatement. Is this accidental?   scanjs-rules/accidental_assignment
  4787:21  warning  Generic Object Injection Sink                       security/detect-object-injection
  4803:11  warning  Function Call Object Injection Sink                 security/detect-object-injection
  4820:3   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  4820:16  warning  Generic Object Injection Sink                       security/detect-object-injection
  4834:22  warning  Generic Object Injection Sink                       security/detect-object-injection
  4837:22  warning  Generic Object Injection Sink                       security/detect-object-injection
  4878:5   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  4878:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  4879:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  4879:46  warning  Generic Object Injection Sink                       security/detect-object-injection
  4891:7   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  4891:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  4893:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  4902:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  4903:57  warning  Generic Object Injection Sink                       security/detect-object-injection
  4905:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  4905:22  warning  Generic Object Injection Sink                       security/detect-object-injection
  4948:3   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  4948:34  warning  Generic Object Injection Sink                       security/detect-object-injection
  4951:27  warning  Generic Object Injection Sink                       security/detect-object-injection
  4951:57  warning  Generic Object Injection Sink                       security/detect-object-injection
  4954:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  4958:26  warning  Generic Object Injection Sink                       security/detect-object-injection
  5000:20  warning  Generic Object Injection Sink                       security/detect-object-injection
  5002:30  warning  Generic Object Injection Sink                       security/detect-object-injection
  5017:6   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  5031:29  warning  Generic Object Injection Sink                       security/detect-object-injection
  5039:15  warning  Generic Object Injection Sink                       security/detect-object-injection
  5039:31  warning  Generic Object Injection Sink                       security/detect-object-injection
  5040:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  5079:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  5088:32  warning  Function Call Object Injection Sink                 security/detect-object-injection
  5089:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  5106:21  warning  Function Call Object Injection Sink                 security/detect-object-injection
  5136:13  warning  Generic Object Injection Sink                       security/detect-object-injection
  5142:5   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  5142:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  5144:6   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  5239:41  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  5259:6   warning  Assignment in IfStatement. Is this accidental?      scanjs-rules/accidental_assignment
  5268:7   warning  Generic Object Injection Sink                       security/detect-object-injection
  5268:25  warning  Generic Object Injection Sink                       security/detect-object-injection
  5307:50  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  5374:28  warning  Function Call Object Injection Sink                 security/detect-object-injection
  5385:27  warning  Function Call Object Injection Sink                 security/detect-object-injection
  5391:12  warning  Generic Object Injection Sink                       security/detect-object-injection
  5391:23  warning  Generic Object Injection Sink                       security/detect-object-injection
  5410:33  warning  Function Call Object Injection Sink                 security/detect-object-injection
  5446:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  5510:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  5557:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  5568:29  warning  Generic Object Injection Sink                       security/detect-object-injection
  5591:10  warning  Variable Assigned to Object Injection Sink          security/detect-object-injection
  5597:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  5673:17  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  5823:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  5843:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  5890:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  5893:8   error    Unsafe assignment to innerHTML                      no-unsanitized/property
  5990:33  warning  Function Call Object Injection Sink                 security/detect-object-injection
  5991:22  warning  Function Call Object Injection Sink                 security/detect-object-injection
  5992:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  6053:21  warning  Generic Object Injection Sink                       security/detect-object-injection
  6054:35  warning  Function Call Object Injection Sink                 security/detect-object-injection
  6054:35  warning  Generic Object Injection Sink                       security/detect-object-injection
  6091:4   error    Unsafe assignment to outerHTML                      no-unsanitized/property
  6099:4   error    Unsafe assignment to innerHTML                      no-unsanitized/property
  6158:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  6169:4   warning  Generic Object Injection Sink                       security/detect-object-injection
  6185:2   warning  Generic Object Injection Sink                       security/detect-object-injection
  6194:4   warning  Function Call Object Injection Sink                 security/detect-object-injection
  6199:5   warning  Function Call Object Injection Sink                 security/detect-object-injection
  6199:13  warning  Function Call Object Injection Sink                 security/detect-object-injection
  6239:4   error    Unsafe assignment to innerHTML                      no-unsanitized/property
  6260:17  warning  Generic Object Injection Sink                       security/detect-object-injection
  6262:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6263:26  warning  Function Call Object Injection Sink                 security/detect-object-injection
  6263:42  warning  Function Call Object Injection Sink                 security/detect-object-injection
  6276:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  6277:22  warning  Function Call Object Injection Sink                 security/detect-object-injection
  6277:38  warning  Function Call Object Injection Sink                 security/detect-object-injection
  6299:24  warning  Generic Object Injection Sink                       security/detect-object-injection
  6323:13  warning  Generic Object Injection Sink                       security/detect-object-injection
  6325:6   error    Unsafe assignment to innerHTML                      no-unsanitized/property
  6346:30  warning  Function Call Object Injection Sink                 security/detect-object-injection
  6346:56  warning  Generic Object Injection Sink                       security/detect-object-injection
  6347:9   warning  Generic Object Injection Sink                       security/detect-object-injection
  6347:44  warning  Function Call Object Injection Sink                 security/detect-object-injection
  6379:25  warning  Generic Object Injection Sink                       security/detect-object-injection
  6402:25  warning  Generic Object Injection Sink                       security/detect-object-injection
  6430:19  warning  Generic Object Injection Sink                       security/detect-object-injection
  6434:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6435:18  warning  Generic Object Injection Sink                       security/detect-object-injection
  6440:13  warning  Generic Object Injection Sink                       security/detect-object-injection
  6451:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  6453:14  warning  Generic Object Injection Sink                       security/detect-object-injection
  6459:15  warning  Generic Object Injection Sink                       security/detect-object-injection
  6465:8   warning  Generic Object Injection Sink                       security/detect-object-injection
  6546:14  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  6547:14  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  6548:12  warning  Found non-literal argument to RegExp Constructor    security/detect-non-literal-regexp
  6576:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6597:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6601:3   warning  Generic Object Injection Sink                       security/detect-object-injection
  6605:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6613:5   warning  Generic Object Injection Sink                       security/detect-object-injection
  6618:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6627:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6632:32  warning  Generic Object Injection Sink                       security/detect-object-injection
  6664:5   warning  The function hide can be unsafe                     scanjs-rules/call_hide
  6717:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6717:43  warning  Generic Object Injection Sink                       security/detect-object-injection
  6721:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  6721:38  warning  Generic Object Injection Sink                       security/detect-object-injection
  6740:31  warning  Generic Object Injection Sink                       security/detect-object-injection
  6749:6   warning  Generic Object Injection Sink                       security/detect-object-injection
  6760:11  warning  Generic Object Injection Sink                       security/detect-object-injection
  6769:10  warning  Generic Object Injection Sink                       security/detect-object-injection
  6769:43  warning  Generic Object Injection Sink                       security/detect-object-injection
