
/src/bin/marky-markdown.js
  13:1  warning  Found fs.readFile with non literal argument at index 0  security/detect-non-literal-fs-filename
  12341:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  12368:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  12521:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  12548:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  12563:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  12566:43   warning  Generic Object Injection Sink                               security/detect-object-injection
  12580:25   warning  Generic Object Injection Sink                               security/detect-object-injection
  12595:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  12619:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  12673:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  12706:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  12731:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  12941:35   warning  Function Call Object Injection Sink                         security/detect-object-injection
  12943:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  12958:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  12961:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  12976:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  13043:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  13063:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  13201:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  13209:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
  13236:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  13237:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  13306:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  13311:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  13311:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  13313:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  13440:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  13440:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  13462:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  13465:20   warning  Function Call Object Injection Sink                         security/detect-object-injection
  13465:33   warning  Function Call Object Injection Sink                         security/detect-object-injection
  13468:55   warning  Generic Object Injection Sink                               security/detect-object-injection
  13509:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  13715:15   warning  Function Call Object Injection Sink                         security/detect-object-injection
  14359:18   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
  14378:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14378:30   warning  Generic Object Injection Sink                               security/detect-object-injection
  14379:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14379:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  14380:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14380:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  14381:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14381:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  14382:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14383:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14383:27   warning  Generic Object Injection Sink                               security/detect-object-injection
  14384:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14384:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  14385:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14385:31   warning  Generic Object Injection Sink                               security/detect-object-injection
  14386:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14386:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  14387:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14387:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  14388:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14388:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  14389:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14389:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  14390:1    warning  Generic Object Injection Sink                               security/detect-object-injection
  14399:38   warning  The function Function can be unsafe                         scanjs-rules/call_Function
  14437:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  14457:19   warning  Function Call Object Injection Sink                         security/detect-object-injection
  14473:41   warning  Generic Object Injection Sink                               security/detect-object-injection
  14491:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  14518:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  14665:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  14692:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  14707:18   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  14710:43   warning  Generic Object Injection Sink                               security/detect-object-injection
  14724:25   warning  Generic Object Injection Sink                               security/detect-object-injection
  14739:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  14763:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  14817:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  14850:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  14875:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  14970:14   warning  Function Call Object Injection Sink                         security/detect-object-injection
  15136:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  15305:16   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15314:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  15316:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15485:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15486:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15489:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  15575:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15576:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15723:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15739:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  15740:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15741:20   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15814:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15815:17   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  15817:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  15912:21   warning  Function Call Object Injection Sink                         security/detect-object-injection
  15916:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  16027:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  16753:38   warning  The function Function can be unsafe                         scanjs-rules/call_Function
  16857:15   warning  Function Call Object Injection Sink                         security/detect-object-injection
  18804:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  18804:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  18813:10   warning  Generic Object Injection Sink                               security/detect-object-injection
  18815:23   warning  Function Call Object Injection Sink                         security/detect-object-injection
  18816:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  18817:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  18822:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  18849:10   warning  Generic Object Injection Sink                               security/detect-object-injection
  18865:14   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
  18875:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  18899:23   warning  Generic Object Injection Sink                               security/detect-object-injection
  18920:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  18921:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  18926:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  18934:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  18958:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  18958:38   warning  Generic Object Injection Sink                               security/detect-object-injection
  18971:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  18996:15   warning  Generic Object Injection Sink                               security/detect-object-injection
  18996:41   warning  Generic Object Injection Sink                               security/detect-object-injection
  18997:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  19064:13   warning  Function Call Object Injection Sink                         security/detect-object-injection
  19079:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  19084:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  19086:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  19094:18   warning  Function Call Object Injection Sink                         security/detect-object-injection
  19097:32   warning  Function Call Object Injection Sink                         security/detect-object-injection
  19255:19   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
  19257:30   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
  19291:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  19291:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  19338:23   warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
  19348:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  19396:10   warning  Generic Object Injection Sink                               security/detect-object-injection
  19794:9    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  19814:9    warning  Assignment to hostname can be unsafe                        scanjs-rules/assign_to_hostname
  20126:15   warning  Generic Object Injection Sink                               security/detect-object-injection
  20136:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  20137:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  20137:37   warning  Generic Object Injection Sink                               security/detect-object-injection
  20139:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  20140:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  20140:38   warning  Generic Object Injection Sink                               security/detect-object-injection
  20171:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  20199:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  20359:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  20359:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  20359:57   warning  Generic Object Injection Sink                               security/detect-object-injection
  20380:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  20397:12   warning  Function Call Object Injection Sink                         security/detect-object-injection
  20477:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  20477:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  20493:5    warning  Function Call Object Injection Sink                         security/detect-object-injection
  20553:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  20553:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  20565:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  20565:37   warning  Generic Object Injection Sink                               security/detect-object-injection
  20581:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  20582:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  20593:12   warning  Function Call Object Injection Sink                         security/detect-object-injection
  20614:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  20637:14   warning  Function Call Object Injection Sink                         security/detect-object-injection
  20671:5    warning  Function Call Object Injection Sink                         security/detect-object-injection
  20892:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  20895:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  20901:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  20904:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  20910:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  20939:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  20960:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  20983:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  20988:10   warning  Generic Object Injection Sink                               security/detect-object-injection
  20991:10   warning  Generic Object Injection Sink                               security/detect-object-injection
  21047:32   warning  Generic Object Injection Sink                               security/detect-object-injection
  21047:71   warning  Generic Object Injection Sink                               security/detect-object-injection
  21067:15   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  21138:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  21140:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  21141:17   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21165:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  21166:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  21167:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  21168:41   warning  Generic Object Injection Sink                               security/detect-object-injection
  21191:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  21194:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  21195:23   warning  Generic Object Injection Sink                               security/detect-object-injection
  21196:23   warning  Generic Object Injection Sink                               security/detect-object-injection
  21259:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  21287:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  21293:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  21330:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  21331:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  21479:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  21532:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  21556:10   warning  Generic Object Injection Sink                               security/detect-object-injection
  21591:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  21591:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  21592:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  21595:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  21605:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  21605:55   warning  Generic Object Injection Sink                               security/detect-object-injection
  21605:81   warning  Generic Object Injection Sink                               security/detect-object-injection
  21619:10   warning  Generic Object Injection Sink                               security/detect-object-injection
  21636:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  21637:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  21644:33   warning  Generic Object Injection Sink                               security/detect-object-injection
  21655:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  21656:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  21656:30   warning  Generic Object Injection Sink                               security/detect-object-injection
  21660:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  21661:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  21663:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  21664:3    warning  Generic Object Injection Sink                               security/detect-object-injection
  21664:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  21699:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  21701:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  21701:36   warning  Generic Object Injection Sink                               security/detect-object-injection
  21702:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  21713:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  21713:58   warning  Generic Object Injection Sink                               security/detect-object-injection
  21713:83   warning  Generic Object Injection Sink                               security/detect-object-injection
  21727:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  21744:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21745:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  21752:37   warning  Generic Object Injection Sink                               security/detect-object-injection
  21765:23   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21766:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  21766:33   warning  Generic Object Injection Sink                               security/detect-object-injection
  21768:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21769:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  21771:22   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21772:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  21772:38   warning  Generic Object Injection Sink                               security/detect-object-injection
  21782:11   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21799:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21800:25   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21801:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21802:24   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21803:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  21809:20   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21810:21   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21811:20   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21812:20   warning  Function Call Object Injection Sink                         security/detect-object-injection
  21816:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  21838:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  21839:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  21840:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  21841:36   warning  Generic Object Injection Sink                               security/detect-object-injection
  21857:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  21867:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  21893:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  21893:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  21894:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  21897:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  21934:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  21934:42   warning  Generic Object Injection Sink                               security/detect-object-injection
  21935:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  21937:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  21946:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  21967:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  21990:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  21990:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  21991:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  21994:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  22047:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  22047:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  22048:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  22051:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  22102:5    warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
  22103:5    warning  Found non-literal argument to RegExp Constructor            security/detect-non-literal-regexp
  22109:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  22109:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  22110:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  22113:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  22122:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22129:12   warning  Generic Object Injection Sink                               security/detect-object-injection
  22136:8    warning  Generic Object Injection Sink                               security/detect-object-injection
  22138:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  22140:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  22140:38   warning  Generic Object Injection Sink                               security/detect-object-injection
  22141:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  22144:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  22172:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  22181:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22186:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22187:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  22187:38   warning  Generic Object Injection Sink                               security/detect-object-injection
  22188:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  22206:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22211:11   warning  Function Call Object Injection Sink                         security/detect-object-injection
  22258:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22258:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  22259:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22285:15   warning  Generic Object Injection Sink                               security/detect-object-injection
  22285:41   warning  Generic Object Injection Sink                               security/detect-object-injection
  22287:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  22336:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22336:44   warning  Generic Object Injection Sink                               security/detect-object-injection
  22338:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  22378:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  22388:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22396:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  22396:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  22413:45   warning  Generic Object Injection Sink                               security/detect-object-injection
  22451:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  22453:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  22453:67   warning  Generic Object Injection Sink                               security/detect-object-injection
  22453:93   warning  Generic Object Injection Sink                               security/detect-object-injection
  22459:33   warning  Generic Object Injection Sink                               security/detect-object-injection
  22493:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  22494:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  22497:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  22497:46   warning  Generic Object Injection Sink                               security/detect-object-injection
  22498:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  22522:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  22523:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  22531:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  22538:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22543:11   warning  Function Call Object Injection Sink                         security/detect-object-injection
  22602:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22605:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22610:11   warning  Function Call Object Injection Sink                         security/detect-object-injection
  22663:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  22663:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  22664:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  22668:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  22694:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22697:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22702:11   warning  Function Call Object Injection Sink                         security/detect-object-injection
  22827:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  22828:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  22849:3    warning  Assignment to src can be unsafe                             scanjs-rules/assign_to_src
  22959:10   warning  Generic Object Injection Sink                               security/detect-object-injection
  22959:30   warning  Generic Object Injection Sink                               security/detect-object-injection
  22959:51   warning  Generic Object Injection Sink                               security/detect-object-injection
  22964:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  22964:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  22964:49   warning  Generic Object Injection Sink                               security/detect-object-injection
  23023:25   warning  Generic Object Injection Sink                               security/detect-object-injection
  23027:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  23029:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  23037:43   warning  Generic Object Injection Sink                               security/detect-object-injection
  23041:38   warning  Generic Object Injection Sink                               security/detect-object-injection
  23054:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  23056:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  23078:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  23079:13   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
  23145:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  23148:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  23154:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  23154:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  23155:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  23160:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  23173:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  23196:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  23218:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  23219:51   warning  Generic Object Injection Sink                               security/detect-object-injection
  23223:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  23237:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  23241:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  23247:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  23248:53   warning  Generic Object Injection Sink                               security/detect-object-injection
  23252:24   warning  Generic Object Injection Sink                               security/detect-object-injection
  23252:37   warning  Generic Object Injection Sink                               security/detect-object-injection
  23293:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  23328:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  23329:35   warning  Generic Object Injection Sink                               security/detect-object-injection
  23333:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  23340:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  23345:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  23345:58   warning  Generic Object Injection Sink                               security/detect-object-injection
  23374:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  23378:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  23384:16   warning  Generic Object Injection Sink                               security/detect-object-injection
  23386:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  23392:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  23419:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  23429:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  23454:3    warning  Assignment to src can be unsafe                             scanjs-rules/assign_to_src
  23497:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  23517:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  23553:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  23555:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  23556:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  23559:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  23560:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  23593:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  23595:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  23598:11   warning  Generic Object Injection Sink                               security/detect-object-injection
  23628:15   warning  Generic Object Injection Sink                               security/detect-object-injection
  23630:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  23630:51   warning  Generic Object Injection Sink                               security/detect-object-injection
  23644:15   warning  Generic Object Injection Sink                               security/detect-object-injection
  23646:22   warning  Generic Object Injection Sink                               security/detect-object-injection
  23697:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  23698:15   warning  Generic Object Injection Sink                               security/detect-object-injection
  23699:43   warning  Generic Object Injection Sink                               security/detect-object-injection
  23700:20   warning  Generic Object Injection Sink                               security/detect-object-injection
  23752:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  23753:29   warning  Generic Object Injection Sink                               security/detect-object-injection
  23757:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  23770:3    warning  Assignment to src can be unsafe                             scanjs-rules/assign_to_src
  23790:19   warning  Unsafe Regular Expression                                   security/detect-unsafe-regex
  23914:17   warning  Generic Object Injection Sink                               security/detect-object-injection
  23921:19   warning  Generic Object Injection Sink                               security/detect-object-injection
  24029:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  24152:21   warning  Generic Object Injection Sink                               security/detect-object-injection
  24153:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  24593:3    warning  Assignment to src can be unsafe                             scanjs-rules/assign_to_src
  24774:18   warning  Generic Object Injection Sink                               security/detect-object-injection
  24817:39   warning  Generic Object Injection Sink                               security/detect-object-injection
  24824:15   warning  Generic Object Injection Sink                               security/detect-object-injection
  24825:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  24825:25   warning  Generic Object Injection Sink                               security/detect-object-injection
  24826:7    warning  Generic Object Injection Sink                               security/detect-object-injection
  24936:14   warning  Generic Object Injection Sink                               security/detect-object-injection
  24937:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  24939:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  24944:34   warning  Generic Object Injection Sink                               security/detect-object-injection
  24946:28   warning  Generic Object Injection Sink                               security/detect-object-injection
  24946:43   warning  Generic Object Injection Sink                               security/detect-object-injection
  25086:9    warning  Generic Object Injection Sink                               security/detect-object-injection
  25118:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  25131:13   warning  Generic Object Injection Sink                               security/detect-object-injection
  25149:5    warning  Generic Object Injection Sink                               security/detect-object-injection
  25149:26   warning  Generic Object Injection Sink                               security/detect-object-injection
  25166:22   warning  Variable Assigned to Object Injection Sink                  security/detect-object-injection
